diagnostic_name,description,model,family,size_b,split,frozen_overall_mean_score,frozen_strict_native_overall_mean_score,frozen_native_action_episode_rate,frozen_empty_fallback_episode_rate,diagnostic_overall_mean_score,diagnostic_strict_native_overall_mean_score,diagnostic_assisted_overall_mean_score,diagnostic_native_action_episode_rate,diagnostic_assisted_episode_rate,diagnostic_empty_fallback_episode_rate,diagnostic_response_cap_hit_episode_rate,diagnostic_parse_repaired_episode_count,diagnostic_parse_repaired_episode_rate,delta_overall_mean_score,delta_native_action_episode_rate,delta_empty_fallback_episode_rate,assisted_minus_frozen_overall,diagnostic_label
shell_controlled,"Appendix diagnostic with parse repair enabled, heuristic rescue disabled, and main tasks only.",gemma4:26b,gemma4,26.0,core,0.3952466666666667,0.43394285714285713,0.7,0.3,0.28547500000000003,0.0,0.27790000000000004,0.0,0.1,1.0,0.25,2,0.1,-0.10977166666666666,-0.7,0.7,-0.11734666666666665,parse_repair_minimal_help
shell_controlled,"Appendix diagnostic with parse repair enabled, heuristic rescue disabled, and main tasks only.",gemma4:26b,gemma4,26.0,heldout,0.3609866666666666,0.3839772727272727,0.7333333333333333,0.26666666666666666,0.28748999999999997,0.0,0.3527,0.0,0.1,1.0,0.25,2,0.1,-0.07349666666666665,-0.7333333333333333,0.7333333333333334,-0.008286666666666609,parse_repair_minimal_help
shell_controlled,"Appendix diagnostic with parse repair enabled, heuristic rescue disabled, and main tasks only.",qwen3.5:27b,qwen,27.0,core,0.44299999999999995,0.4434896551724138,0.9666666666666667,0.03333333333333333,0.333485,0.6413,0.339825,0.05,0.4,0.9,0.95,8,0.4,-0.10951499999999997,-0.9166666666666666,0.8666666666666667,-0.10317499999999996,parse_repair_minimal_help
shell_controlled,"Appendix diagnostic with parse repair enabled, heuristic rescue disabled, and main tasks only.",qwen3.5:27b,qwen,27.0,heldout,0.3846466666666667,0.45671428571428574,0.4666666666666667,0.5333333333333333,0.3454,0.43818,0.37482499999999996,0.25,0.2,0.65,0.8,4,0.2,-0.03924666666666671,-0.21666666666666667,0.1166666666666667,-0.009821666666666728,mixed_effect
